DrugBank ID,First letter ATC Codes
DB14946,No ATC Code
DB14947,L
DB14948,No ATC Code
DB14949,No ATC Code
DB14950,No ATC Code
DB14951,L
DB14952,No ATC Code
DB14953,No ATC Code
DB14954,No ATC Code
DB14955,No ATC Code
DB14956,No ATC Code
DB14957,No ATC Code
DB14958,No ATC Code
DB14959,No ATC Code
DB14960,H
DB14961,No ATC Code
DB14962,L
DB14963,No ATC Code
DB14964,No ATC Code
DB14965,No ATC Code
DB14966,No ATC Code
DB14967,L
DB14968,No ATC Code
DB14969,No ATC Code
DB14970,No ATC Code
DB14971,No ATC Code
DB14972,No ATC Code
DB14973,D
DB14974,No ATC Code
DB14975,B
DB14976,No ATC Code
DB14977,No ATC Code
DB14978,No ATC Code
DB14979,No ATC Code
DB14980,No ATC Code
DB14981,No ATC Code
DB14982,No ATC Code
DB14983,No ATC Code
DB14984,M
DB14985,No ATC Code
DB14986,No ATC Code
DB14987,No ATC Code
DB14988,No ATC Code
DB14989,L
DB14990,No ATC Code
DB14991,No ATC Code
DB14992,A
DB14993,No ATC Code
DB14995,No ATC Code
DB14996,L
DB14997,No ATC Code
DB14998,No ATC Code
DB14999,No ATC Code
DB15000,No ATC Code
DB15001,No ATC Code
DB15002,No ATC Code
DB15003,No ATC Code
DB15004,No ATC Code
DB15005,M
DB15006,No ATC Code
DB15007,No ATC Code
DB15008,No ATC Code
DB15009,No ATC Code
DB15010,No ATC Code
DB15011,L
DB15012,No ATC Code
DB15013,No ATC Code
DB15014,No ATC Code
DB15015,No ATC Code
DB15016,No ATC Code
DB15017,No ATC Code
DB15018,No ATC Code
DB15019,No ATC Code
DB15020,No ATC Code
DB15021,No ATC Code
DB15022,No ATC Code
DB15023,No ATC Code
DB15024,No ATC Code
DB15025,No ATC Code
DB15026,No ATC Code
DB15027,No ATC Code
DB15028,No ATC Code
DB15029,No ATC Code
DB15030,No ATC Code
DB15031,No ATC Code
DB15032,No ATC Code
DB15033,No ATC Code
DB15034,No ATC Code
DB15035,L
DB15036,No ATC Code
DB15037,No ATC Code
DB15038,No ATC Code
DB15039,No ATC Code
DB15040,No ATC Code
DB15041,No ATC Code
DB15042,No ATC Code
DB15043,No ATC Code
DB15044,L
DB15045,No ATC Code
DB15046,No ATC Code
DB15047,No ATC Code
DB15048,No ATC Code
DB15049,No ATC Code
DB15050,No ATC Code
DB15051,No ATC Code
DB15052,No ATC Code
DB15053,No ATC Code
DB15054,No ATC Code
DB15055,No ATC Code
DB15056,No ATC Code
DB15057,No ATC Code
DB15058,No ATC Code
DB15059,No ATC Code
DB15061,No ATC Code
DB15062,No ATC Code
DB15063,No ATC Code
DB15064,No ATC Code
DB15065,No ATC Code
DB15066,A
DB15067,C
DB15068,No ATC Code
DB15069,No ATC Code
DB15070,No ATC Code
DB15071,G
DB15072,A
DB15073,No ATC Code
DB15074,No ATC Code
DB15075,No ATC Code
DB15076,No ATC Code
DB15077,No ATC Code
DB15078,No ATC Code
DB15079,No ATC Code
DB15080,No ATC Code
DB15081,No ATC Code
DB15082,No ATC Code
DB15083,No ATC Code
DB15084,No ATC Code
DB15085,No ATC Code
DB15086,No ATC Code
DB15087,No ATC Code
DB15088,No ATC Code
DB15089,No ATC Code
DB15090,R
DB15091,L
DB15092,No ATC Code
DB15093,H
DB15094,No ATC Code
DB15095,No ATC Code
DB15096,No ATC Code
DB15097,R
DB15098,No ATC Code
DB15099,No ATC Code
DB15100,No ATC Code
DB15101,No ATC Code
DB15102,L
DB15104,No ATC Code
DB15105,No ATC Code
DB15106,L
DB15107,No ATC Code
DB15108,No ATC Code
DB15109,No ATC Code
DB15110,No ATC Code
DB15111,No ATC Code
DB15112,No ATC Code
DB15113,No ATC Code
DB15114,No ATC Code
DB15115,No ATC Code
DB15116,No ATC Code
DB15117,No ATC Code
DB15118,No ATC Code
DB15119,L
DB15120,No ATC Code
DB15121,No ATC Code
DB15122,No ATC Code
DB15123,A
DB15124,No ATC Code
DB15125,No ATC Code
DB15126,No ATC Code
DB15127,No ATC Code
DB15128,No ATC Code
DB15129,No ATC Code
DB15130,No ATC Code
DB15131,No ATC Code
DB15132,No ATC Code
DB15133,L
DB15134,No ATC Code
DB15135,No ATC Code
DB15136,No ATC Code
DB15137,No ATC Code
DB15138,No ATC Code
DB15139,No ATC Code
DB15140,No ATC Code
DB15141,No ATC Code
DB15143,No ATC Code
DB15144,No ATC Code
DB15145,No ATC Code
DB15146,No ATC Code
DB15147,No ATC Code
DB15148,No ATC Code
DB15149,L
DB15150,No ATC Code
DB15151,No ATC Code
DB15152,No ATC Code
DB15153,No ATC Code
DB15154,No ATC Code
DB15155,No ATC Code
DB15156,No ATC Code
DB15157,No ATC Code
DB15158,No ATC Code
DB15159,No ATC Code
DB15160,No ATC Code
DB15161,No ATC Code
DB15162,No ATC Code
DB15163,No ATC Code
DB15164,No ATC Code
DB15165,No ATC Code
DB15166,No ATC Code
DB15167,No ATC Code
DB15168,No ATC Code
DB15169,No ATC Code
DB15170,No ATC Code
DB15171,A
DB15172,No ATC Code
DB15173,No ATC Code
DB15175,No ATC Code
DB15176,No ATC Code
DB15177,No ATC Code
DB15178,No ATC Code
DB15180,No ATC Code
DB15182,No ATC Code
DB15183,No ATC Code
DB15185,No ATC Code
DB15186,No ATC Code
DB15187,No ATC Code
DB15188,No ATC Code
DB15189,No ATC Code
DB15190,No ATC Code
DB15191,No ATC Code
DB15192,No ATC Code
DB15193,No ATC Code
DB15194,No ATC Code
DB15195,No ATC Code
DB15197,No ATC Code
DB15198,No ATC Code
DB15199,No ATC Code
DB15200,No ATC Code
DB15201,No ATC Code
DB15202,No ATC Code
DB15203,No ATC Code
DB15204,D
DB15205,No ATC Code
DB15206,No ATC Code
DB15207,No ATC Code
DB15208,No ATC Code
DB15209,No ATC Code
DB15210,No ATC Code
DB15211,No ATC Code
DB15212,No ATC Code
DB15213,No ATC Code
DB15214,No ATC Code
DB15215,No ATC Code
DB15216,No ATC Code
DB15217,No ATC Code
DB15218,No ATC Code
DB15219,No ATC Code
DB15220,No ATC Code
DB15221,No ATC Code
DB15222,No ATC Code
DB15223,No ATC Code
DB15224,No ATC Code
DB15225,No ATC Code
DB15226,H
DB15227,No ATC Code
DB15228,No ATC Code
DB15229,No ATC Code
DB15230,No ATC Code
DB15231,No ATC Code
DB15232,No ATC Code
DB15233,L
DB15234,No ATC Code
DB15235,No ATC Code
DB15236,No ATC Code
DB15237,No ATC Code
DB15238,No ATC Code
DB15239,No ATC Code
DB15240,No ATC Code
DB15241,No ATC Code
DB15242,No ATC Code
DB15243,No ATC Code
DB15244,No ATC Code
DB15245,No ATC Code
DB15246,No ATC Code
DB15247,No ATC Code
DB15248,J
DB15249,No ATC Code
DB15250,No ATC Code
DB15251,No ATC Code
DB15252,No ATC Code
DB15253,No ATC Code
DB15254,No ATC Code
DB15256,No ATC Code
DB15257,No ATC Code
DB15258,L
DB15259,No ATC Code
DB15260,No ATC Code
DB15261,No ATC Code
DB15262,No ATC Code
DB15263,V
DB15264,No ATC Code
DB15265,No ATC Code
DB15266,No ATC Code
DB15267,No ATC Code
DB15268,No ATC Code
DB15269,No ATC Code
DB15270,L
DB15271,B
DB15272,No ATC Code
DB15273,No ATC Code
DB15274,No ATC Code
DB15275,No ATC Code
DB15276,No ATC Code
DB15277,No ATC Code
DB15278,No ATC Code
DB15279,No ATC Code
DB15280,No ATC Code
DB15281,No ATC Code
DB15282,No ATC Code
DB15283,L
DB15284,No ATC Code
DB15285,No ATC Code
DB15286,No ATC Code
DB15287,No ATC Code
DB15288,No ATC Code
DB15289,No ATC Code
DB15290,L
DB15291,No ATC Code
DB15292,No ATC Code
DB15293,No ATC Code
DB15294,No ATC Code
DB15295,No ATC Code
DB15296,No ATC Code
DB15297,No ATC Code
DB15298,No ATC Code
DB15299,No ATC Code
DB15300,C
DB15301,No ATC Code
DB15302,No ATC Code
DB15303,S
DB15304,No ATC Code
DB15305,M
DB15306,No ATC Code
DB15307,No ATC Code
DB15308,No ATC Code
DB15309,No ATC Code
DB15310,No ATC Code
DB15311,No ATC Code
DB15312,No ATC Code
DB15313,No ATC Code
DB15314,No ATC Code
DB15315,J
DB15316,No ATC Code
DB15317,No ATC Code
DB15318,No ATC Code
DB15319,No ATC Code
DB15321,No ATC Code
DB15322,No ATC Code
DB15323,No ATC Code
DB15324,No ATC Code
DB15325,No ATC Code
DB15326,No ATC Code
DB15327,No ATC Code
DB15328,N
DB15329,No ATC Code
DB15330,No ATC Code
DB15331,No ATC Code
DB15332,No ATC Code
DB15333,No ATC Code
DB15334,No ATC Code
DB15335,No ATC Code
DB15336,No ATC Code
DB15338,No ATC Code
DB15339,No ATC Code
DB15340,No ATC Code
DB15341,No ATC Code
DB15342,No ATC Code
DB15343,No ATC Code
DB15344,No ATC Code
DB15345,No ATC Code
DB15346,No ATC Code
DB15347,No ATC Code
DB15348,No ATC Code
DB15349,No ATC Code
DB15350,No ATC Code
DB15351,No ATC Code
DB15352,No ATC Code
DB15353,No ATC Code
DB15354,C
DB15355,No ATC Code
DB15356,No ATC Code
DB15357,No ATC Code
DB15358,No ATC Code
DB15359,No ATC Code
DB15360,No ATC Code
DB15361,No ATC Code
DB15362,No ATC Code
DB15363,No ATC Code
DB15365,No ATC Code
DB15366,No ATC Code
DB15367,No ATC Code
DB15368,No ATC Code
DB15369,No ATC Code
DB15370,No ATC Code
DB15371,No ATC Code
DB15372,No ATC Code
DB15373,No ATC Code
DB15374,No ATC Code
DB15375,No ATC Code
DB15376,No ATC Code
DB15377,No ATC Code
DB15378,No ATC Code
DB15379,No ATC Code
DB15380,No ATC Code
DB15381,No ATC Code
DB15382,No ATC Code
DB15383,No ATC Code
DB15384,No ATC Code
DB15385,No ATC Code
DB15386,No ATC Code
DB15387,No ATC Code
DB15388,No ATC Code
DB15389,No ATC Code
DB15390,No ATC Code
DB15391,No ATC Code
DB15392,No ATC Code
DB15393,No ATC Code
DB15394,No ATC Code
DB15395,No ATC Code
DB15396,No ATC Code
DB15397,No ATC Code
DB15398,No ATC Code
DB15399,No ATC Code
DB15400,No ATC Code
DB15401,No ATC Code
DB15402,No ATC Code
DB15403,No ATC Code
DB15404,No ATC Code
DB15405,V
DB15406,No ATC Code
DB15407,No ATC Code
DB15408,No ATC Code
DB15409,No ATC Code
DB15410,No ATC Code
DB15411,No ATC Code
DB15412,No ATC Code
DB15413,V
DB15414,No ATC Code
DB15415,No ATC Code
DB15416,No ATC Code
DB15417,No ATC Code
DB15418,No ATC Code
DB15419,No ATC Code
DB15420,No ATC Code
DB15421,No ATC Code
DB15422,No ATC Code
DB15423,No ATC Code
DB15424,No ATC Code
DB15425,No ATC Code
DB15426,No ATC Code
DB15427,No ATC Code
DB15428,No ATC Code
DB15429,No ATC Code
DB15430,No ATC Code
DB15431,No ATC Code
DB15432,No ATC Code
DB15433,No ATC Code
DB15434,No ATC Code
DB15435,No ATC Code
DB15436,No ATC Code
DB15437,No ATC Code
DB15438,No ATC Code
DB15439,No ATC Code
DB15440,No ATC Code
DB15441,No ATC Code
DB15442,V
DB15443,No ATC Code
DB15444,R
DB15445,No ATC Code
DB15446,No ATC Code
DB15447,No ATC Code
DB15448,No ATC Code
DB15449,No ATC Code
DB15450,No ATC Code
DB15451,No ATC Code
DB15452,No ATC Code
DB15453,No ATC Code
DB15455,No ATC Code
DB15456,C
DB15457,No ATC Code
DB15458,No ATC Code
DB15460,No ATC Code
DB15461,No ATC Code
DB15462,No ATC Code
DB15463,L
DB15464,No ATC Code
DB15465,No ATC Code
DB15466,No ATC Code
DB15467,No ATC Code
DB15468,No ATC Code
DB15469,No ATC Code
DB15470,No ATC Code
DB15471,No ATC Code
DB15472,No ATC Code
DB15473,No ATC Code
DB15474,No ATC Code
DB15475,No ATC Code
DB15476,No ATC Code
DB15477,No ATC Code
DB15478,No ATC Code
DB15479,No ATC Code
DB15480,No ATC Code
DB15481,No ATC Code
DB15482,No ATC Code
DB15483,No ATC Code
DB15484,No ATC Code
DB15485,No ATC Code
DB15486,No ATC Code
DB15487,No ATC Code
DB15488,No ATC Code
DB15489,N
DB15490,No ATC Code
DB15491,No ATC Code
DB15492,No ATC Code
DB15493,No ATC Code
DB15494,V
DB15495,No ATC Code
DB15496,No ATC Code
DB15497,No ATC Code
DB15498,No ATC Code
DB15499,No ATC Code
DB15500,No ATC Code
DB15501,No ATC Code
DB15502,No ATC Code
DB15503,No ATC Code
DB15504,No ATC Code
DB15505,No ATC Code
DB15506,No ATC Code
DB15507,No ATC Code
DB15508,No ATC Code
DB15509,No ATC Code
DB15510,No ATC Code
DB15511,No ATC Code
DB15512,No ATC Code
DB15513,No ATC Code
DB15514,No ATC Code
DB15515,No ATC Code
DB15516,No ATC Code
DB15517,No ATC Code
DB15518,No ATC Code
DB15519,No ATC Code
DB15520,No ATC Code
DB15521,No ATC Code
DB15522,No ATC Code
DB15523,No ATC Code
DB15524,No ATC Code
DB15525,No ATC Code
DB15526,No ATC Code
DB15527,No ATC Code
DB15528,M
DB15529,No ATC Code
DB15530,No ATC Code
DB15531,No ATC Code
DB15532,No ATC Code
DB15533,No ATC Code
DB15534,No ATC Code
DB15535,No ATC Code
DB15536,No ATC Code
DB15537,No ATC Code
DB15538,No ATC Code
DB15539,No ATC Code
DB15540,No ATC Code
DB15541,No ATC Code
DB15542,No ATC Code
DB15543,No ATC Code
DB15544,No ATC Code
DB15545,No ATC Code
DB15546,No ATC Code
DB15547,No ATC Code
DB15548,No ATC Code
DB15549,No ATC Code
DB15550,No ATC Code
DB15551,No ATC Code
DB15552,No ATC Code
DB15553,No ATC Code
DB15554,No ATC Code
DB15555,No ATC Code
DB15556,No ATC Code
DB15557,No ATC Code
DB15558,No ATC Code
DB15559,No ATC Code
DB15560,No ATC Code
DB15561,No ATC Code
DB15562,No ATC Code
DB15563,No ATC Code
DB15564,No ATC Code
DB15565,No ATC Code
DB15566,No ATC Code
DB15567,No ATC Code
DB15568,L
DB15569,L
DB15570,No ATC Code
DB15571,No ATC Code
DB15572,No ATC Code
DB15573,No ATC Code
DB15574,No ATC Code
DB15575,L
DB15576,No ATC Code
DB15578,G
DB15579,No ATC Code
DB15580,No ATC Code
DB15581,No ATC Code
DB15582,No ATC Code
DB15583,No ATC Code
DB15584,No ATC Code
DB15585,No ATC Code
DB15586,No ATC Code
DB15587,No ATC Code
DB15588,No ATC Code
DB15589,No ATC Code
DB15590,No ATC Code
DB15591,No ATC Code
DB15592,No ATC Code
DB15593,M
DB15594,No ATC Code
DB15595,No ATC Code
DB15596,No ATC Code
DB15597,No ATC Code
DB15598,B
DB15599,No ATC Code
DB15601,No ATC Code
DB15602,No ATC Code
DB15603,No ATC Code
DB15604,No ATC Code
DB15605,No ATC Code
DB15606,No ATC Code
DB15607,No ATC Code
DB15608,No ATC Code
DB15609,No ATC Code
DB15610,No ATC Code
DB15611,No ATC Code
DB15612,No ATC Code
DB15613,No ATC Code
DB15614,No ATC Code
DB15615,No ATC Code
DB15616,No ATC Code
DB15617,No ATC Code
DB15618,No ATC Code
DB15619,No ATC Code
DB15620,No ATC Code
DB15621,No ATC Code
DB15622,No ATC Code
DB15623,No ATC Code
DB15624,No ATC Code
DB15626,L
DB15627,L
DB15628,No ATC Code
DB15629,No ATC Code
DB15630,No ATC Code
DB15631,No ATC Code
DB15632,No ATC Code
DB15633,No ATC Code
DB15634,No ATC Code
DB15635,No ATC Code
DB15636,No ATC Code
DB15637,No ATC Code
DB15638,No ATC Code
DB15639,No ATC Code
DB15640,No ATC Code
DB15641,No ATC Code
DB15642,No ATC Code
DB15643,No ATC Code
DB15644,No ATC Code
DB15645,No ATC Code
DB15646,No ATC Code
DB15647,No ATC Code
DB15648,No ATC Code
DB15649,No ATC Code
DB15650,No ATC Code
DB15651,No ATC Code
DB15652,No ATC Code
DB15653,No ATC Code
DB15654,No ATC Code
DB15655,No ATC Code
DB15656,No ATC Code
DB15657,No ATC Code
DB15658,No ATC Code
DB15659,No ATC Code
DB15660,No ATC Code
DB15661,J
DB15662,No ATC Code
DB15663,No ATC Code
DB15664,No ATC Code
DB15665,No ATC Code
DB15666,No ATC Code
DB15667,No ATC Code
DB15668,No ATC Code
DB15669,G
DB15670,No ATC Code
DB15671,No ATC Code
DB15672,No ATC Code
DB15673,J
DB15674,No ATC Code
DB15675,No ATC Code
DB15676,No ATC Code
DB15677,No ATC Code
DB15678,No ATC Code
DB15679,No ATC Code
DB15680,No ATC Code
DB15681,No ATC Code
DB15682,No ATC Code
DB15683,No ATC Code
DB15684,No ATC Code
DB15685,L
DB15686,No ATC Code
DB15687,No ATC Code
DB15688,No ATC Code
DB15689,No ATC Code
DB15690,No ATC Code
DB15691,No ATC Code
DB15692,No ATC Code
DB15693,No ATC Code
DB15694,No ATC Code
DB15695,No ATC Code
DB15696,No ATC Code
DB15697,No ATC Code
DB15698,No ATC Code
DB15699,L
DB15700,No ATC Code
DB15701,No ATC Code
DB15702,No ATC Code
DB15703,No ATC Code
DB15704,No ATC Code
DB15705,No ATC Code
DB15706,No ATC Code
DB15707,No ATC Code
DB15708,No ATC Code
DB15709,No ATC Code
DB15710,No ATC Code
DB15711,No ATC Code
DB15712,No ATC Code
DB15713,No ATC Code
DB15714,No ATC Code
DB15715,No ATC Code
DB15716,No ATC Code
DB15717,No ATC Code
DB15718,No ATC Code
DB15719,L
DB15720,No ATC Code
DB15721,No ATC Code
DB15722,No ATC Code
DB15723,No ATC Code
DB15724,No ATC Code
DB15725,No ATC Code
DB15726,No ATC Code
DB15727,No ATC Code
DB15728,No ATC Code
DB15729,No ATC Code
DB15730,No ATC Code
DB15731,No ATC Code
DB15732,No ATC Code
DB15733,No ATC Code
DB15734,No ATC Code
DB15735,No ATC Code
DB15736,No ATC Code
DB15737,No ATC Code
DB15738,No ATC Code
DB15739,No ATC Code
DB15740,No ATC Code
DB15741,No ATC Code
DB15742,No ATC Code
DB15743,No ATC Code
DB15744,No ATC Code
DB15745,No ATC Code
DB15746,No ATC Code
DB15747,No ATC Code
DB15748,No ATC Code
DB15749,No ATC Code
DB15750,No ATC Code
DB15751,No ATC Code
DB15752,No ATC Code
DB15753,L
DB15756,No ATC Code
DB15757,No ATC Code
DB15758,No ATC Code
DB15759,No ATC Code
DB15760,No ATC Code
DB15761,No ATC Code
DB15762,L
DB15763,No ATC Code
DB15764,No ATC Code
DB15765,No ATC Code
DB15766,L
DB15767,No ATC Code
DB15768,No ATC Code
DB15769,No ATC Code
DB15770,No ATC Code
DB15771,No ATC Code
DB15772,No ATC Code
DB15773,No ATC Code
DB15774,No ATC Code
DB15775,No ATC Code
DB15776,No ATC Code
DB15777,No ATC Code
DB15778,No ATC Code
DB15779,No ATC Code
DB15780,No ATC Code
DB15781,No ATC Code
DB15782,No ATC Code
DB15783,No ATC Code
DB15784,No ATC Code
DB15785,No ATC Code
DB15786,No ATC Code
DB15787,No ATC Code
DB15788,No ATC Code
DB15789,No ATC Code
DB15790,No ATC Code
DB15791,No ATC Code
DB15793,No ATC Code
DB15794,No ATC Code
DB15795,No ATC Code
DB15796,No ATC Code
DB15797,No ATC Code
DB15798,No ATC Code
DB15799,No ATC Code
DB15800,No ATC Code
DB15801,No ATC Code
DB15802,No ATC Code
DB15803,No ATC Code
DB15804,No ATC Code
DB15805,No ATC Code
DB15806,No ATC Code
DB15807,No ATC Code
DB15808,No ATC Code
DB15809,No ATC Code
DB15810,No ATC Code
DB15811,No ATC Code
DB15812,No ATC Code
DB15813,No ATC Code
DB15814,No ATC Code
DB15815,No ATC Code
DB15816,No ATC Code
DB15817,No ATC Code
DB15818,No ATC Code
DB15819,No ATC Code
DB15820,No ATC Code
DB15821,No ATC Code
DB15822,L
DB15823,No ATC Code
DB15824,No ATC Code
DB15825,No ATC Code
DB15826,No ATC Code
DB15827,No ATC Code
DB15830,No ATC Code
DB15831,No ATC Code
DB15832,No ATC Code
DB15833,No ATC Code
DB15834,No ATC Code
DB15835,No ATC Code
DB15836,No ATC Code
DB15838,No ATC Code
DB15839,No ATC Code
DB15840,No ATC Code
DB15841,No ATC Code
DB15842,No ATC Code
DB15843,No ATC Code
DB15844,No ATC Code
DB15845,No ATC Code
DB15846,No ATC Code
DB15847,No ATC Code
DB15848,No ATC Code
DB15849,No ATC Code
DB15850,No ATC Code
DB15851,No ATC Code
DB15852,No ATC Code
DB15853,No ATC Code
DB15854,No ATC Code
DB15855,No ATC Code
DB15856,No ATC Code
DB15857,No ATC Code
DB15858,No ATC Code
DB15859,No ATC Code
DB15860,No ATC Code
DB15861,C
DB15862,No ATC Code
DB15863,No ATC Code
DB15864,No ATC Code
DB15865,No ATC Code
DB15866,No ATC Code
DB15867,No ATC Code
DB15868,No ATC Code
DB15869,No ATC Code
DB15870,No ATC Code
DB15871,No ATC Code
DB15872,No ATC Code
DB15873,No ATC Code
DB15874,A
DB15875,No ATC Code
DB15876,No ATC Code
DB15877,No ATC Code
DB15878,No ATC Code
DB15879,No ATC Code
DB15880,B
DB15881,No ATC Code
DB15882,No ATC Code
DB15883,No ATC Code
DB15884,No ATC Code
DB15885,No ATC Code
DB15886,No ATC Code
DB15887,V
DB15888,No ATC Code
DB15889,No ATC Code
DB15890,No ATC Code
DB15891,No ATC Code
DB15892,No ATC Code
DB15893,No ATC Code
DB15894,No ATC Code
DB15895,No ATC Code
DB15897,No ATC Code
DB15898,No ATC Code
DB15899,No ATC Code
DB15900,No ATC Code
DB15901,No ATC Code
DB15902,No ATC Code
DB15903,No ATC Code
DB15904,No ATC Code
DB15905,No ATC Code
DB15906,No ATC Code
DB15907,No ATC Code
DB15908,No ATC Code
DB15909,No ATC Code
DB15910,No ATC Code
DB15911,No ATC Code
DB15912,No ATC Code
DB15914,No ATC Code
DB15915,No ATC Code
DB15916,No ATC Code
DB15917,No ATC Code
DB15918,No ATC Code
DB15919,No ATC Code
DB15920,No ATC Code
DB15921,No ATC Code
DB15922,No ATC Code
DB15923,No ATC Code
DB15924,No ATC Code
DB15925,No ATC Code
DB15926,No ATC Code
DB15927,No ATC Code
DB15928,No ATC Code
DB15929,No ATC Code
DB15930,No ATC Code
DB15931,No ATC Code
DB15932,No ATC Code
DB15933,No ATC Code
DB15934,No ATC Code
DB15935,A
DB15936,No ATC Code
DB15937,No ATC Code
DB15938,No ATC Code
DB15939,No ATC Code
DB15940,J
DB15941,J
DB15942,No ATC Code
DB15943,No ATC Code
DB15944,No ATC Code
DB15945,No ATC Code
DB15946,No ATC Code
DB15947,A
DB15948,No ATC Code
DB15949,No ATC Code
DB15950,No ATC Code
DB15951,No ATC Code
DB15952,No ATC Code
DB15953,No ATC Code
DB15954,No ATC Code
DB15955,A
DB15956,No ATC Code
DB15957,No ATC Code
DB15958,No ATC Code
DB15959,No ATC Code
DB15960,No ATC Code
DB15961,No ATC Code
DB15962,No ATC Code
DB15963,No ATC Code
DB15964,No ATC Code
DB15965,L
DB15966,No ATC Code
DB15967,No ATC Code
DB15968,No ATC Code
DB15969,No ATC Code
DB15970,S
DB15971,No ATC Code
DB15972,H
DB15973,No ATC Code
DB15974,No ATC Code
DB15975,J
DB15976,J
DB15977,No ATC Code
DB15978,No ATC Code
DB15979,No ATC Code
DB15980,No ATC Code
DB15981,No ATC Code
DB15982,B
DB15983,No ATC Code
DB15984,No ATC Code
DB15985,No ATC Code
DB15986,No ATC Code
DB15987,No ATC Code
DB15988,No ATC Code
DB15989,No ATC Code
DB15990,No ATC Code
DB15991,No ATC Code
DB15992,No ATC Code
DB15993,No ATC Code
DB15994,No ATC Code
DB15995,No ATC Code
DB15996,No ATC Code
DB15997,No ATC Code
DB15998,No ATC Code
DB15999,No ATC Code
DB16000,No ATC Code
DB16001,No ATC Code
DB16002,No ATC Code
DB16003,No ATC Code
DB16004,No ATC Code
DB16005,No ATC Code
DB16006,No ATC Code
DB16007,No ATC Code
DB16008,No ATC Code
DB16009,No ATC Code
DB16010,No ATC Code
DB16011,No ATC Code
DB16012,No ATC Code
DB16013,No ATC Code
DB16014,No ATC Code
DB16015,No ATC Code
DB16016,No ATC Code
DB16017,No ATC Code
DB16018,No ATC Code
DB16019,V
DB16020,No ATC Code
DB16021,N
DB16022,No ATC Code
DB16023,No ATC Code
DB16024,V
DB16025,No ATC Code
DB16026,No ATC Code
DB16027,No ATC Code
DB16028,No ATC Code
DB16029,No ATC Code
DB16030,No ATC Code
DB16031,No ATC Code
DB16032,No ATC Code
DB16033,No ATC Code
DB16034,No ATC Code
DB16035,No ATC Code
DB16036,No ATC Code
DB16037,No ATC Code
DB16038,No ATC Code
DB16039,No ATC Code
DB16040,No ATC Code
DB16041,No ATC Code
DB16042,No ATC Code
DB16043,No ATC Code
DB16044,No ATC Code
DB16045,No ATC Code
DB16046,No ATC Code
DB16047,No ATC Code
DB16048,No ATC Code
DB16049,No ATC Code
DB16050,No ATC Code
DB16051,No ATC Code
DB16052,No ATC Code
DB16053,No ATC Code
DB16054,No ATC Code
DB16055,No ATC Code
DB16056,No ATC Code
DB16057,No ATC Code
DB16058,No ATC Code
DB16059,No ATC Code
DB16060,No ATC Code
DB16061,No ATC Code
DB16062,No ATC Code
DB16063,No ATC Code
DB16064,No ATC Code
DB16065,No ATC Code
DB16066,No ATC Code
DB16067,No ATC Code
DB16068,No ATC Code
DB16069,No ATC Code
DB16070,No ATC Code
DB16071,No ATC Code
DB16072,No ATC Code
DB16073,No ATC Code
DB16074,No ATC Code
DB16075,No ATC Code
DB16076,No ATC Code
DB16077,No ATC Code
DB16078,No ATC Code
DB16079,No ATC Code
DB16080,No ATC Code
DB16081,No ATC Code
DB16082,No ATC Code
DB16083,No ATC Code
DB16084,No ATC Code
DB16085,No ATC Code
DB16086,No ATC Code
DB16087,No ATC Code
DB16088,No ATC Code
DB16089,No ATC Code
DB16090,No ATC Code
DB16091,No ATC Code
DB16092,No ATC Code
DB16093,No ATC Code
DB16094,No ATC Code
DB16095,No ATC Code
DB16096,No ATC Code
DB16097,No ATC Code
DB16098,N
DB16099,A
DB16100,No ATC Code
DB16101,No ATC Code
DB16102,No ATC Code
DB16103,No ATC Code
DB16104,No ATC Code
DB16105,No ATC Code
DB16106,No ATC Code
DB16107,No ATC Code
DB16108,No ATC Code
DB16109,No ATC Code
DB16110,No ATC Code
DB16111,No ATC Code
DB16112,No ATC Code
DB16113,No ATC Code
DB16114,No ATC Code
DB16115,No ATC Code
DB16116,No ATC Code
DB16117,No ATC Code
DB16118,No ATC Code
DB16119,No ATC Code
DB16120,No ATC Code
DB16121,No ATC Code
DB16122,No ATC Code
DB16123,No ATC Code
DB16124,No ATC Code
DB16125,No ATC Code
DB16126,No ATC Code
DB16127,No ATC Code
DB16128,No ATC Code
DB16129,No ATC Code
DB16130,No ATC Code
DB16131,No ATC Code
DB16132,No ATC Code
DB16133,No ATC Code
DB16134,No ATC Code
DB16135,No ATC Code
DB16136,No ATC Code
DB16137,No ATC Code
DB16138,No ATC Code
DB16139,No ATC Code
DB16140,No ATC Code
DB16141,No ATC Code
DB16142,No ATC Code
DB16143,No ATC Code
DB16144,No ATC Code
DB16145,No ATC Code
DB16146,No ATC Code
DB16147,No ATC Code
DB16148,No ATC Code
DB16149,No ATC Code
DB16150,No ATC Code
DB16151,No ATC Code
DB16152,No ATC Code
DB16153,No ATC Code
DB16154,No ATC Code
DB16155,L
DB16156,No ATC Code
DB16157,No ATC Code
DB16158,No ATC Code
DB16159,M
DB16160,No ATC Code
DB16161,No ATC Code
DB16162,No ATC Code
DB16163,No ATC Code
DB16164,No ATC Code
DB16165,C
DB16166,No ATC Code
DB16167,No ATC Code
DB16168,No ATC Code
DB16169,No ATC Code
DB16170,No ATC Code
DB16171,No ATC Code
DB16172,No ATC Code
DB16173,No ATC Code
DB16174,No ATC Code
DB16175,No ATC Code
DB16176,No ATC Code
